,loss,accuracy,val_loss,val_accuracy
0,0.6300141215324402,0.6426734924316406,0.6157704591751099,0.6356589198112488
1,0.5517372488975525,0.7497857809066772,0.5489732623100281,0.7596899271011353
2,0.5192263126373291,0.7557840347290039,0.5272315740585327,0.7829457521438599
3,0.4865666627883911,0.8097686171531677,0.5045711398124695,0.7751938104629517
4,0.47712165117263794,0.791773796081543,0.4890429377555847,0.8062015771865845
5,0.4549536108970642,0.8097686171531677,0.47794395685195923,0.8062015771865845
6,0.4428129494190216,0.818337619304657,0.45920252799987793,0.7984496355056763
7,0.43497368693351746,0.8243359327316284,0.45736318826675415,0.8062015771865845
8,0.41635826230049133,0.8346186876296997,0.45215582847595215,0.8139534592628479
9,0.41431233286857605,0.8269066214561462,0.43156200647354126,0.8294573426246643
10,0.40355968475341797,0.8354755640029907,0.4446028172969818,0.8759689927101135
11,0.397355318069458,0.8363324999809265,0.43886545300483704,0.8139534592628479
12,0.39058971405029297,0.8423307538032532,0.4337987005710602,0.8217054009437561
